1446562832.31,TJEG,28.1555,0.002668
1446562832.59,IHXS,42.6039,0.004443
1446562833.03,KLS,64.5701,0.009159
1446562833.71,HZK,42.3097,0.003432
1446562834.6,GJU,148.2451,0.005276
1446562835.42,VRK,160.0288,0.010158
1446562835.89,ZPGU,124.5334,0.001716
1446562839.5,AGS,147.3627,0.007794
1446562840.07,GFE,54.366,0.009924
1446562840.61,KGRR,166.995,0.000694
1446562841.0,AGS,196.6602,0.009792
1446562841.14,MVM,195.9976,0.005048
1446562841.97,CKD,24.1519,0.009654
1446562842.09,NAOX,115.3438,0.009681
1446562842.79,ENYA,97.9181,0.007747
1446562843.64,GFE,47.6983,0.000517
1446562844.33,AGS,94.2276,0.009094
1446562850.96,QWI,92.6605,0.009944
1446562851.77,ZNO,149.2926,0.000265
1446562852.17,PEU,136.0587,0.006565
1446562852.87,YLH,143.3857,0.00594
1446562853.66,ZNO,58.5291,0.006036
1446562854.16,HQMJ,88.2731,0.008468
1446562855.15,NFED,185.013,0.001282
1446562855.65,AGS,17.2748,0.010134
1446562856.56,AGS,164.3372,0.00898
1446562856.64,YQK,47.0633,0.004063
1446562857.24,QTMJ,23.4695,0.001596
1446562857.97,PFIL,92.01,0.005645
1446562858.74,YQK,5.5666,0.006496
1446562858.95,HLRT,113.3309,0.004539
1446562859.88,YIL,160.8982,0.003258
1446562859.92,RVX,166.981,0.010514
1446562861.81,HQMJ,85.2547,0.00671
1446562871.72,LDN,140.2787,0.002607
1446562872.41,QGK,187.3629,0.002037
1446562872.5,DEAS,128.7483,0.010028
1446562872.63,FKO,25.5393,0.002956
1446562873.63,PDK,124.6455,0.007287
1446562873.67,ZIB,68.3188,0.000949
1446562873.78,XZV,145.7452,0.010634
1446562873.9,YBA,143.9794,0.007574
1446562874.88,YBA,188.9059,0.000493
1446562874.93,OUCM,90.6997,0.001079
1446562875.8,SGJU,19.1098,0.004932
1446562876.68,MXOF,141.2597,0.004871
1446562876.83,KTHA,140.0057,0.006152
1446562877.41,BXZ,85.2389,0.004978
1446562877.56,WVP,20.4096,0.007003
1446562880.41,IUNH,187.4042,0.007226
1446562880.64,TJEG,120.971,0.007307
1446562880.69,XEP,94.834,0.001528
1446562886.61,OSJ,62.2045,0.002611
1446562887.09,XPHN,134.2945,0.005864
1446562887.52,PRN,42.656,0.005359
1446562888.24,WVP,74.6164,0.001097
1446562888.51,APY,107.6463,0.002447
1446562888.61,GDP,190.6028,0.010485
1446562891.02,SQZ,57.7474,0.001752
1446562891.8,YLH,135.6784,0.004148
1446562891.97,GMV,39.9154,0.001245
1446562892.13,IBS,177.539,0.003695
1446562892.32,VVB,112.9329,0.000459
1446562892.98,XPHN,131.857,0.002576
1446562892.99,XEP,27.8925,0.010337
1446562893.52,GTUI,25.3522,0.005596
1446562894.22,QGK,144.0991,0.006482
1446562895.12,TES,168.7166,0.00045
1446562895.91,WKL,61.5671,0.00682
1446562896.78,FFRN,33.3841,0.010401
1446562897.74,QFVG,101.0622,0.001436
1446562898.2,WUYZ,3.6269,0.000453
1446562898.87,QBSC,139.1928,0.009309
1446562899.34,DEAS,68.6334,0.008835
1446562900.1,ACX,158.3648,0.008583
1446562900.11,ZCI,148.6571,0.000227
1446562900.41,WKL,112.2478,0.006474
1446562900.78,HZK,66.6847,0.005266
1446562901.09,YQK,119.7884,0.007277
1446562901.58,YQK,115.9261,0.010229
1446562911.24,LDN,111.4995,8.3e-05
1446562912.1,HFST,116.0557,0.007869
1446562912.57,IBS,76.7896,0.000317
1446562914.66,CKD,106.9844,0.003923
1446562915.44,ZYE,120.692,0.00143
1446562915.55,GJU,133.0609,0.004854
1446562916.15,HQMJ,96.2981,0.005194
1446562916.56,QTRA,111.4157,0.004583
1446562916.67,QFVG,69.1155,0.005117
1446562916.75,SZL,88.552,0.010361
1446562916.98,DEAS,186.586,0.00767
1446562917.04,TJEG,187.0205,0.005143
1446562917.61,EQYK,67.2177,0.007555
1446562918.08,WKL,152.2348,0.010755
1446562918.41,RSJ,59.3527,0.010657
1446562919.39,KGRR,168.3115,0.008416
1446562919.9,GMV,75.1563,0.005856
1446562920.65,HZK,162.3983,0.006012
1446562921.41,EIH,176.5306,0.010463
1446562921.56,XEP,166.0928,0.002642
1446562922.11,LDN,91.0328,0.005867
1446562922.31,KGRR,156.154,0.003778
1446562922.34,FFRN,96.8329,0.006004
1446562922.58,ZPGU,54.2971,0.002758
1446562923.46,FHL,115.5647,0.000989
1446562924.23,PEU,102.3967,0.00668
1446562925.11,FKO,58.0382,0.008282
1446562926.05,DEAS,8.5863,0.007728
1446562926.57,CVVP,49.9421,0.002367
1446562927.47,NAOX,52.5626,0.009988
1446562927.93,CKD,169.3434,0.010086
1446562928.16,NFED,164.2183,0.000475
1446562928.39,ZIB,41.4868,0.005126
1446562928.82,CKD,169.4371,0.002836
1446562929.73,IUNH,30.1358,0.005888
1446562929.87,AKHZ,93.8352,0.002324
1446562930.09,TJEG,125.2014,0.009463
1446562931.07,BXZ,27.2631,0.010941
1446562931.15,WVP,110.2055,0.004126
1446562938.56,UZS,31.3387,0.002739
1446562938.94,PRN,41.7384,0.009303
1446562939.93,QTK,54.5973,0.004255
1446562940.3,QTMJ,46.1885,0.010567
1446562940.56,HLRT,51.3376,8.4e-05
1446562940.99,KGRR,36.04,0.003923
1446562941.12,SGJU,151.5572,0.002962
1446562941.69,DEAS,0.6404,0.001725
1446562942.66,BXZQ,122.9499,0.010223
1446562942.89,SQZ,186.3734,0.003972
1446562943.73,GJU,138.4441,0.007806
1446562943.75,AGS,32.3355,0.000941
1446562944.58,PRN,90.1448,0.00534
1446562944.69,QBSC,46.5056,0.006571
1446562953.29,LDN,16.4463,0.003044
1446562953.7,AGS,27.6743,0.000548
1446562953.96,QTMJ,149.85,0.001402
1446562954.28,EKB,13.3623,0.00241
1446562954.68,WKL,66.963,0.009691
1446562955.46,FFRN,97.0311,0.007844
1446562955.47,HWWM,114.051,0.005721
1446562956.01,PEU,124.8224,0.002366
1446562956.37,GTUI,67.1155,0.000466
1446562957.05,KTHA,184.6649,0.006733
1446562957.49,YFQS,79.1007,0.00112
1446562965.73,FFRN,15.9996,0.00812
1446562966.58,FOZ,61.93,0.009232
1446562967.58,HLRT,100.7263,0.004993
1446562968.44,MXOF,189.1918,0.010231
1446562976.88,PDK,144.1487,0.007832
1446562976.98,HFST,154.0619,0.00932
1446562977.66,RVX,19.3463,0.003265
1446562977.69,QYB,56.268,0.009784
1446562977.9,QWI,99.2773,0.005007
1446562978.22,QTMJ,43.0034,0.009042
1446562979.11,KXI,167.5205,0.006691
1446562979.27,AGS,116.8933,0.009247
1446562979.97,FOZ,7.1362,0.005286
1446562980.0,ZCI,104.4589,0.008602
1446562981.84,HQMJ,74.4972,0.002668
1446562982.71,ZCI,163.6075,0.002445
1446562983.48,PEU,35.8953,0.00647
1446562983.74,FOZ,2.2105,0.008546
1446562984.65,GMV,164.5807,0.00369
1446562985.56,FXKV,67.0725,0.000952
1446562986.42,AGS,101.9909,0.004706
1446562987.15,FHL,113.9974,0.0079
1446562987.78,ZYE,74.4462,0.006742
1446562988.36,RVX,15.7728,0.004237
1446562994.41,OUCM,143.6313,0.000818
1446562994.94,WZWA,139.4339,1.9e-05
1446562995.52,QTRA,169.4537,0.006362
1446562995.57,LDN,197.2772,0.003688
1446562996.17,GDP,44.0382,0.010258
1446562996.81,OSJ,118.4592,0.002645
1446562997.4,HWWM,29.1806,0.00542
1446562997.94,BXZ,101.6741,0.002392
1446562998.05,OMLK,45.1242,0.007862
1446562998.9,QADS,23.7622,0.007003
1446562999.86,OUCM,125.4791,0.010355
1446562999.88,BXZ,10.1971,0.002358
1446563000.46,WVP,5.4863,0.007873
1446563001.37,QTMJ,194.5893,0.000604
1446563001.63,OXCU,64.233,0.010384
1446563002.27,NPVG,66.1248,0.00515
1446563002.33,LDN,169.5632,0.004156
1446563002.72,OUCM,88.4178,0.005297
1446563009.01,QGK,70.9415,0.00941
1446563009.5,IUNH,123.7975,0.002492
1446563009.59,AGS,134.0651,0.009599
1446563010.39,KTHA,171.9559,0.00136
1446563011.22,PDK,104.5549,0.005636
